ensembl_id	symbol	name	type_of_gene
ENSG00000226885	E2F6P3	E2F transcription factor 6 pseudogene 3	
ENSG00000226886			
ENSG00000226887	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope	protein-coding
ENSG00000226888	RPLP1P10	ribosomal protein lateral stalk subunit P1 pseudogene 10	pseudo
ENSG00000226889	ATF6-DT	ATF6 divergent transcript	
ENSG00000226890			
ENSG00000226891	LINC01359	long intergenic non-protein coding RNA 1359	ncRNA
ENSG00000226899			
ENSG00000226900			
ENSG00000226902	CHCHD2P1	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 1	pseudo
ENSG00000226903	LINC00354	long intergenic non-protein coding RNA 354	ncRNA
ENSG00000226904			
ENSG00000226905			
ENSG00000226906	TTTY4	testis expressed transcript, Y-linked 4	ncRNA
ENSG00000226908	H2BP6	H2B histone pseudogene 6	pseudo
ENSG00000226912	ISCA2P1	iron-sulfur cluster assembly 2 pseudogene 1	
ENSG00000226913	BSN-DT	BSN divergent transcript	ncRNA
ENSG00000226915	RPL19P4	ribosomal protein L19 pseudogene 4	pseudo
ENSG00000226917	LINC01276	long intergenic non-protein coding RNA 1276	ncRNA
ENSG00000226918	RBMY2SP	RNA binding motif protein Y-linked family 2 member S, pseudogene	pseudo
ENSG00000226919			
ENSG00000226920			
ENSG00000226921	LINC00454	long intergenic non-protein coding RNA 454	ncRNA
ENSG00000226925	IL1R1-AS1	IL1R1 antisense RNA 1	ncRNA
ENSG00000226926	PDZPH1P	PDZ and pleckstrin homology domains 1, pseudogene	pseudo
ENSG00000226927			
ENSG00000226928	RPS14P4	ribosomal protein S14 pseudogene 4	
ENSG00000226929	CT47A11	cancer/testis antigen family 47 member A11	protein-coding
ENSG00000226930	GTF2IP2	general transcription factor IIi pseudogene 2	
ENSG00000226933	NRBF2P2	nuclear receptor binding factor 2 pseudogene 2	
ENSG00000226935	LINC00161	long intergenic non-protein coding RNA 161	ncRNA
ENSG00000226937	CEP164P1	centrosomal protein 164 pseudogene 1	pseudo
ENSG00000226938			
ENSG00000226939	LOC105373643	uncharacterized LOC105373643	ncRNA
ENSG00000226941	RBMY1J	RNA binding motif protein Y-linked family 1 member J	protein-coding
ENSG00000226942	IL9RP3	IL9R pseudogene 3	
ENSG00000226943	ALG1L5P	ALG1 like 5, pseudogene	pseudo
ENSG00000226944	RNF207-AS1	RNF207 antisense RNA 1	
ENSG00000226945	RPL13AP8	ribosomal protein L13a pseudogene 8	
ENSG00000226946	MTNAP1P1	MTNAP1 pseudogene 1	pseudo
ENSG00000226947	LCEP4	late cornified envelope pseudogene 4	pseudo
ENSG00000226948	RPS4XP2	ribosomal protein S4X pseudogene 2	pseudo
ENSG00000226949	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene	
ENSG00000226950	DANCR	differentiation antagonizing non-protein coding RNA	ncRNA
ENSG00000226952			
ENSG00000226953	NCKAP5-AS2	NCKAP5 antisense RNA 2	ncRNA
ENSG00000226954			
ENSG00000226955	POLE4P1	POLE4 pseudogene 1	pseudo
ENSG00000226956			
ENSG00000226957			
ENSG00000226960	MTCO1P21	MT-CO1 pseudogene 21	pseudo
ENSG00000226961	PPIAP60	peptidylprolyl isomerase A pseudogene 60	
ENSG00000226962	RAC1P6	Rac family small GTPase 1 pseudogene 6	
ENSG00000226963			
ENSG00000226964	RHEBP2	RHEB pseudogene 2	
ENSG00000226965			
ENSG00000226967	HAUS4P1	HAUS augmin like complex subunit 4 pseudogene 1	
ENSG00000226968	LINC00423	long intergenic non-protein coding RNA 423	
ENSG00000226969	PRKCZ-DT	PRKCZ divergent transcript	ncRNA
ENSG00000226970	NEDD8P1	NEDD8 pseudogene 1	
ENSG00000226971			
ENSG00000226972	RPL12P19	ribosomal protein L12 pseudogene 19	
ENSG00000226973			
ENSG00000226975			
ENSG00000226976	COX6A1P2	COX6A1 pseudogene 2	
ENSG00000226977	HMGN1P24	high mobility group nucleosome binding domain 1 pseudogene 24	
ENSG00000226978	MAGI2-AS2	MAGI2 antisense RNA 2	ncRNA
ENSG00000226979	LTA	lymphotoxin alpha	protein-coding
ENSG00000226981	ABHD17AP6	ABHD17A pseudogene 6	
ENSG00000226982	CENPCP1	centromere protein C pseudogene 1	pseudo
ENSG00000226983	LINC01692	long intergenic non-protein coding RNA 1692	ncRNA
ENSG00000226984	RPL26P10	ribosomal protein L26 pseudogene 10	pseudo
ENSG00000226985	LINC01203	long intergenic non-protein coding RNA 1203	ncRNA
ENSG00000226986	PRELID1P5	PRELID1 pseudogene 5	
ENSG00000226987			
ENSG00000226989	COA1P1	COA1 pseudogene 1	
ENSG00000226990			
ENSG00000226991			
ENSG00000226992			
ENSG00000226994			
ENSG00000226995	LINC00658	long intergenic non-protein coding RNA 658	ncRNA
ENSG00000226996			
ENSG00000226998	MTATP6P30	MT-ATP6 pseudogene 30	pseudo
ENSG00000226999			
ENSG00000227000	HSPD1P14	heat shock protein family D (Hsp60) member 1 pseudogene 14	pseudo
ENSG00000227001	NBPF2P	NBPF member 2, pseudogene	
ENSG00000227002	SNRPEP10	SNRPE pseudogene 10	
ENSG00000227004			
ENSG00000227006	LOC124904542	uncharacterized LOC124904542	protein-coding
ENSG00000227007	LINC01247	long intergenic non-protein coding RNA 1247	ncRNA
ENSG00000227008	RPS24P19	ribosomal protein S24 pseudogene 19	
ENSG00000227009	FUNDC2P4	FUN14 domain containing 2 pseudogene 4	
ENSG00000227011			
ENSG00000227012	LINC02527	long intergenic non-protein coding RNA 2527	ncRNA
ENSG00000227013	OR7E96P	olfactory receptor family 7 subfamily E member 96 pseudogene	pseudo
ENSG00000227014	FKBP14-AS1	FKBP14 antisense RNA 1	
ENSG00000227015			
ENSG00000227016	LINC02796	long intergenic non-protein coding RNA 2796	
ENSG00000227017			
ENSG00000227018	IL6STP1	interleukin 6 signal transducer pseudogene 1	
ENSG00000227019	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene	pseudo
ENSG00000227021			
ENSG00000227023	OR51A3P	olfactory receptor family 51 subfamily A member 3 pseudogene	pseudo
ENSG00000227028	SLC8A1-AS1	SLC8A1 antisense RNA 1	
ENSG00000227029			
ENSG00000227032	RPS2P36	ribosomal protein S2 pseudogene 36	pseudo
ENSG00000227033			
ENSG00000227034			
ENSG00000227035	MTATP6P18	MT-ATP6 pseudogene 18	pseudo
ENSG00000227036	LINC00511	long intergenic non-protein coding RNA 511	ncRNA
ENSG00000227038	GTF2IP7	general transcription factor IIi pseudogene 7	
ENSG00000227039	ITGB2-AS1	ITGB2 antisense RNA 1	ncRNA
ENSG00000227040	LOC285453	TXNDC9 pseudogene	pseudo
ENSG00000227042			
ENSG00000227043	LINC01682	long intergenic non-protein coding RNA 1682	ncRNA
ENSG00000227045			
ENSG00000227047			
ENSG00000227048	LOC124904582	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like	pseudo
ENSG00000227050			
ENSG00000227051	C14orf132	chromosome 14 open reading frame 132	protein-coding
ENSG00000227053	MUC12-AS1	MUC12 antisense RNA 1	ncRNA
ENSG00000227054	FDX1P2	ferredoxin 1 pseudogene 2	
ENSG00000227055			
ENSG00000227056	RPL6P2	ribosomal protein L6 pseudogene 2	pseudo
ENSG00000227057	WDR46	WD repeat domain 46	protein-coding
ENSG00000227058	LOC107985640	X antigen family member 5-like	pseudo
ENSG00000227059	ANHX	anomalous homeobox	protein-coding
ENSG00000227060	LINC00629	long intergenic non-protein coding RNA 629	ncRNA
ENSG00000227061			
ENSG00000227062			
ENSG00000227063	RPL41P1	ribosomal protein L41 pseudogene 1	
ENSG00000227064	NAA20P1	NAA20 pseudogene 1	
ENSG00000227066	LOC117779438	uncharacterized LOC117779438	ncRNA
ENSG00000227067	DPPA3P1	DPPA3 pseudogene 1	
ENSG00000227068			
ENSG00000227069	CNN2P2	calponin 2 pseudogene 2	
ENSG00000227070	EPS15-AS1	EPS15 antisense RNA 1	ncRNA
ENSG00000227071	FOCAD-AS1	FOCAD antisense RNA 1	ncRNA
ENSG00000227072			
ENSG00000227073	SDHDP2	succinate dehydrogenase complex subunit D pseudogene 2	
ENSG00000227075			
ENSG00000227076			
ENSG00000227077			
ENSG00000227078	LINC02094	long intergenic non-protein coding RNA 2094	
ENSG00000227080			
ENSG00000227081	RPS27P3	ribosomal protein S27 pseudogene 3	
ENSG00000227082	LINC02798	long intergenic non-protein coding RNA 2798	protein-coding
ENSG00000227083			
ENSG00000227087	RBMX2P5	RBMX2 pseudogene 5	
ENSG00000227088			
ENSG00000227089			
ENSG00000227090			
ENSG00000227091	SLC6A17-AS1	SLC6A17 antisense RNA 1	ncRNA
ENSG00000227094			
ENSG00000227096	HMGB3P8	high mobility group box 3 pseudogene 8	
ENSG00000227097	RPS28P7	ribosomal protein S28 pseudogene 7	
ENSG00000227098	LOC105373757	uncharacterized LOC105373757	ncRNA
ENSG00000227101	LOC107984195	uncharacterized LOC107984195	ncRNA
ENSG00000227102	OR2AS1P	olfactory receptor family 2 subfamily AS member 1 pseudogene	
ENSG00000227104	PIGQP1	phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1	pseudo
ENSG00000227105	PARP1P1	poly(ADP-ribose) polymerase 1 pseudogene 1	pseudo
ENSG00000227107			
ENSG00000227108	IGHD1-14	immunoglobulin heavy diversity 1-14 (non-functional)	other
ENSG00000227109	CRIP1P3	cysteine rich protein 1 pseudogene 3	pseudo
ENSG00000227110	LOC107986009	uncharacterized LOC107986009	ncRNA
ENSG00000227110	LOC101927394	uncharacterized LOC101927394	ncRNA
ENSG00000227113			
ENSG00000227115	LINC01630	long intergenic non-protein coding RNA 1630	ncRNA
ENSG00000227117	HORMAD2-AS1	HORMAD2 and MTMR3 antisense RNA 1	ncRNA
ENSG00000227118	BTF3P13	basic transcription factor 3 pseudogene 13	
ENSG00000227120			
ENSG00000227121	LINC02672	long intergenic non-protein coding RNA 2672	
ENSG00000227123	RPL12P44	ribosomal protein L12 pseudogene 44	
ENSG00000227124	ZNF717	zinc finger protein 717	protein-coding
ENSG00000227125			
ENSG00000227128	LBX1-AS1	LBX1 antisense RNA 1	ncRNA
ENSG00000227131	LOC105375050	uncharacterized LOC105375050	ncRNA
ENSG00000227133			
ENSG00000227134	OTX2P2	OTX2 pseudogene 2	pseudo
ENSG00000227138			
ENSG00000227139			
ENSG00000227140	USP17L5	ubiquitin specific peptidase 17 like family member 5	protein-coding
ENSG00000227141			
ENSG00000227143	LINC01153	long intergenic non-protein coding RNA 1153	ncRNA
ENSG00000227145	IL21-AS1	IL21 antisense RNA 1	ncRNA
ENSG00000227148			
ENSG00000227149	MTCO1P44	MT-CO1 pseudogene 44	pseudo
ENSG00000227150			
ENSG00000227151	PRR20D	proline rich 20D	protein-coding
ENSG00000227152	OR2T7	olfactory receptor family 2 subfamily T member 7 (gene/pseudogene)	protein-coding
ENSG00000227154	MKRN6P	makorin ring finger protein 6, pseudogene	
ENSG00000227155	LOC124902108	uncharacterized LOC124902108	ncRNA
ENSG00000227157	LOC124908058	uncharacterized LOC124908058	ncRNA
ENSG00000227158	LOC644909	ligand of numb-protein X 1, E3 ubiquitin protein ligase pseudogene	pseudo
ENSG00000227159	DDX11L16	DEAD/H-box helicase 11 like 16 (pseudogene)	
ENSG00000227160	THEM7P	thioesterase superfamily member 7, pseudogene	
ENSG00000227161			
ENSG00000227163			
ENSG00000227165	WDR11-DT	WDR11 divergent transcript	ncRNA
ENSG00000227166	STSP1	steroid sulfatase (microsomal) pseudogene 1	pseudo
ENSG00000227167			
ENSG00000227169			
ENSG00000227170	TRPS1-AS1	TRPS1 antisense RNA 1	ncRNA
ENSG00000227172	YAE1-DT	YAE1 divergent transcript	ncRNA
ENSG00000227173	MYL6P3	MYL6 pseudogene 3	
ENSG00000227175	BEND7-DT	BEND7 divergent transcript	
ENSG00000227176	NSA2P5	NSA2 pseudogene 5	
ENSG00000227177	AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2	
ENSG00000227179	PGBP	pepsinogen B, pseudogene	
ENSG00000227180	LRRC2P1	LRRC2 pseudogene 1	
ENSG00000227181	LINC01688	long intergenic non-protein coding RNA 1688	
ENSG00000227182	VN1R28P	vomeronasal 1 receptor 28 pseudogene	pseudo
ENSG00000227183	HDGFP1	heparin binding growth factor pseudogene 1	
ENSG00000227186			
ENSG00000227187	RPL21P31	ribosomal protein L21 pseudogene 31	pseudo
ENSG00000227188	MGAT3-AS1	MGAT3 antisense RNA 1	ncRNA
ENSG00000227189	RNF212-DT	RNF212 divergent transcript	ncRNA
ENSG00000227191	TRGC2	T cell receptor gamma constant 2	other
ENSG00000227192			
ENSG00000227193			
ENSG00000227195	MIR663AHG	MIR663A host gene	ncRNA
ENSG00000227196	IGHD4-23	immunoglobulin heavy diversity 4-23 (non-functional)	other
ENSG00000227197			
ENSG00000227198	C6orf47-AS1	C6orf47 antisense RNA 1	
ENSG00000227199	ST7-AS1	ST7 antisense RNA 1	ncRNA
ENSG00000227200			
ENSG00000227201	CNN2P1	calponin 2 pseudogene 1	
ENSG00000227203	SUB1P1	SUB1 pseudogene 1	
ENSG00000227204	RBMY2JP	RNA binding motif protein Y-linked family 2 member J, pseudogene	pseudo
ENSG00000227205	PFN1P9	profilin 1 pseudogene 9	
ENSG00000227206			
ENSG00000227207	RPL31P12	ribosomal protein L31 pseudogene 12	pseudo
ENSG00000227209	WARS2P1	tryptophanyl tRNA synthetase 2 pseudogene 1	pseudo
ENSG00000227210	WDR35-DT	WDR35 divergent transcript	ncRNA
ENSG00000227211	H3P45	H3 histone pseudogene 45	pseudo
ENSG00000227212	PFN1P6	profilin 1 pseudogene 6	
ENSG00000227213	SPATA13-AS1	SPATA13 antisense RNA 1	ncRNA
ENSG00000227214	HCG15	HLA complex group 15	ncRNA
ENSG00000227215			
ENSG00000227217	FCRL3-AS1	FCRL3 antisense RNA 1	ncRNA
ENSG00000227218	LOC124902280	uncharacterized LOC124902280	ncRNA
ENSG00000227220			
ENSG00000227224	RPS25P4	ribosomal protein S25 pseudogene 4	
ENSG00000227225	MTND1P14	MT-ND1 pseudogene 14	pseudo
ENSG00000227227			
ENSG00000227230			
ENSG00000227232	WASH7P	WASP family homolog 7, pseudogene	
ENSG00000227233	CICP17	capicua transcriptional repressor pseudogene 17	
ENSG00000227234	SPANXB1	SPANX family member B1	protein-coding
ENSG00000227236			
ENSG00000227237	ZNF692-DT	ZNF692 divergent transcript	ncRNA
ENSG00000227238	TTC39DP	tetratricopeptide repeat domain 39D, pseudogene	pseudo
ENSG00000227240			
ENSG00000227241			
ENSG00000227242			
ENSG00000227243	SLAMF6P1	SLAM family member 6 pseudogene 1	
ENSG00000227244	LINC00845	long intergenic non-protein coding RNA 845	ncRNA
ENSG00000227245			
ENSG00000227247	TRIM60P13	tripartite motif containing 60 pseudogene 13	
ENSG00000227248	NALF1-IT1	NALF1 intronic transcript 1	
ENSG00000227249	LOC100422325	poly(A) binding protein cytoplasmic 4 pseudogene	pseudo
ENSG00000227251	TRIM60P9Y	tripartite motif containing 60 pseudogene 9, Y-linked	pseudo
ENSG00000227252	COPS8-DT	COPS8 divergent transcript	ncRNA
ENSG00000227253			
ENSG00000227254	VDAC1P12	voltage dependent anion channel 1 pseudogene 12	
ENSG00000227255	CDRT15P2	CDRT15 pseudogene 2	
ENSG00000227256	MIS18A-AS1	MIS18A antisense RNA 1	ncRNA
ENSG00000227257			
ENSG00000227258	SMIM2-AS1	SMIM2 antisense RNA 1	ncRNA
ENSG00000227259	HMGN2P22	high mobility group nucleosomal binding domain 2 pseudogene 22	
ENSG00000227260	LINC01985	long intergenic non-protein coding RNA 1985	ncRNA
ENSG00000227261	YWHAZP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 7	
ENSG00000227262	HCG4B	HLA complex group 4B	
ENSG00000227264	ACTR3BP5	ACTR3B pseudogene 5	
ENSG00000227265	GXYLT1P7	GXYLT1 pseudogene 7	pseudo
ENSG00000227267	DONSONP1	DONSON pseudogene 1	pseudo
ENSG00000227268	KLLN	killin, p53 regulated DNA replication inhibitor	protein-coding
ENSG00000227269	LOC105376174	uncharacterized LOC105376174	ncRNA
ENSG00000227270			
ENSG00000227271	RPL39P25	ribosomal protein L39 pseudogene 25	
ENSG00000227274	MYOCD-AS1	MYOCD antisense RNA 1	ncRNA
ENSG00000227275	MTND6P10	MT-ND6 pseudogene 10	pseudo
ENSG00000227278			
ENSG00000227279	CDH2-AS1	CDH2 antisense RNA 1	
ENSG00000227282			
ENSG00000227283	RPL35AP12	ribosomal protein L35a pseudogene 12	pseudo
ENSG00000227284	MARK2P10	MARK2 pseudogene 10	pseudo
ENSG00000227288	ARID3BP1	ARID3B pseudogene 1	
ENSG00000227289	HSFY3P	heat shock transcription factor Y-linked 3, pseudogene	pseudo
ENSG00000227290	LINC01364	long intergenic non-protein coding RNA 1364	ncRNA
ENSG00000227291			
ENSG00000227292			
ENSG00000227293			
ENSG00000227294			
ENSG00000227295	ELL2P1	elongation factor for RNA polymerase II 2 pseudogene 1	
ENSG00000227297			
ENSG00000227298	ARAFP3	ARAF pseudogene 3	
ENSG00000227300	KRT16P2	keratin 16 pseudogene 2	
ENSG00000227301			
ENSG00000227302	SSX19P	SSX family member 19, pseudogene	
ENSG00000227303			
ENSG00000227304			
ENSG00000227305			
ENSG00000227306	LINC02708	long intergenic non-protein coding RNA 2708	
ENSG00000227307			
ENSG00000227308	LOC105373888	uncharacterized LOC105373888	ncRNA
ENSG00000227309	RPL31P19	ribosomal protein L31 pseudogene 19	pseudo
ENSG00000227311	RPL21P20	ribosomal protein L21 pseudogene 20	pseudo
ENSG00000227312	RPL26P8	ribosomal protein L26 pseudogene 8	pseudo
ENSG00000227313	LINC02630	long intergenic non-protein coding RNA 2630	
ENSG00000227321	MTND4P15	MT-ND4 pseudogene 15	pseudo
ENSG00000227329			
ENSG00000227330			
ENSG00000227331	RPL7AP22	ribosomal protein L7a pseudogene 22	pseudo
ENSG00000227335	IGHJ1P	immunoglobulin heavy joining 1P (pseudogene)	pseudo
ENSG00000227336	LINC00434	long intergenic non-protein coding RNA 434	ncRNA
ENSG00000227337	RPL23AP43	ribosomal protein L23a pseudogene 43	pseudo
ENSG00000227338			
ENSG00000227339	THRAP3P1	THRAP3 pseudogene 1	pseudo
ENSG00000227342	LINC00307	long intergenic non-protein coding RNA 307	ncRNA
ENSG00000227343	RPL15P1	ribosomal protein L15 pseudogene 1	pseudo
ENSG00000227344	HAUS6P1	HAUS augmin like complex subunit 6 pseudogene 1	pseudo
ENSG00000227345	PARG	poly(ADP-ribose) glycohydrolase	protein-coding
ENSG00000227347	HNRNPKP2	heterogeneous nuclear ribonucleoprotein K pseudogene 2	pseudo
ENSG00000227348	MTND5P25	MT-ND5 pseudogene 25	pseudo
ENSG00000227349	CEACAMP7	CEA cell adhesion molecule pseudogene 7	pseudo
ENSG00000227350	PPIAP88	peptidylprolyl isomerase A pseudogene 88	pseudo
ENSG00000227351	NANOGP6	Nanog homeobox pseudogene 6	pseudo
ENSG00000227352	ARHGEF7-AS1	ARHGEF7 antisense RNA 1	
ENSG00000227353	RAB28P3	RAB28, member RAS oncogene family pseudogene 3	
ENSG00000227354	RBM26-AS1	RBM26 antisense RNA 1	ncRNA
ENSG00000227355	LOC102723324	uncharacterized LOC102723324	ncRNA
ENSG00000227356	GOLGA7B-DT	GOLGA7B divergent transcript	ncRNA
ENSG00000227358			
ENSG00000227359	LINC02936	long intergenic non-protein coding RNA 2936	ncRNA
ENSG00000227360	LOC105378073	uncharacterized LOC105378073	ncRNA
ENSG00000227361	RPS24P7	ribosomal protein S24 pseudogene 7	
ENSG00000227364			
ENSG00000227365			
ENSG00000227367	SLC9B1P4	solute carrier family 9 member B1 pseudogene 4	
ENSG00000227368	CDK8P2	cyclin dependent kinase 8 pseudogene 2	
ENSG00000227370			
ENSG00000227371			
ENSG00000227372	GFOD3P	Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene	
ENSG00000227373	RABGAP1L-DT	RABGAP1L divergent transcript	ncRNA
ENSG00000227374			
ENSG00000227375	DLG1-AS1	DLG1 antisense RNA 1	ncRNA
ENSG00000227376	FTH1P16	ferritin heavy chain 1 pseudogene 16	
ENSG00000227379	PPIAP2	peptidylprolyl isomerase A pseudogene 2	
ENSG00000227382	EIF4A2P2	eukaryotic translation initiation factor 4A2 pseudogene 2	
ENSG00000227383	RPL35AP2	ribosomal protein L35a pseudogene 2	
ENSG00000227386			
ENSG00000227388			
ENSG00000227391	SALL1P1	spalt like transcription factor 1 pseudogene 1	
ENSG00000227392	HPN-AS1	HPN antisense RNA 1	ncRNA
ENSG00000227393			
ENSG00000227394	RPL11P1	ribosomal protein L11 pseudogene 1	pseudo
ENSG00000227395	EIF2AP4	eukaryotic translation initiation factor 2A pseudogene 4	pseudo
ENSG00000227397			
ENSG00000227398	KIF9-AS1	KIF9 antisense RNA 1	
ENSG00000227399	RPL21P82	ribosomal protein L21 pseudogene 82	pseudo
ENSG00000227400			
ENSG00000227401	RPL37P1	ribosomal protein L37 pseudogene 1	pseudo
ENSG00000227403	LINC01806	long intergenic non-protein coding RNA 1806	
ENSG00000227404	KRT8P20	keratin 8 pseudogene 20	pseudo
ENSG00000227406	RNF6P1	ring finger protein 6 pseudogene 1	
ENSG00000227407			
ENSG00000227408	AMYP1	amylase alpha pseudogene 1	pseudo
ENSG00000227409	ZMYM4-AS1	ZMYM4 antisense RNA 1	ncRNA
ENSG00000227411	ACNATP	acyl-CoA:amino acid N-acyltransferase, pseudogene	pseudo
ENSG00000227412	STK33P1	serine/threonine kinase 33 pseudogene 1	pseudo
ENSG00000227413			
ENSG00000227416			
ENSG00000227417			
ENSG00000227418	PCGEM1	PCGEM1 prostate-specific transcript	ncRNA
ENSG00000227421	LINC01724	long intergenic non-protein coding RNA 1724	ncRNA
ENSG00000227423	OR10U1P	olfactory receptor family 10 subfamily U member 1 pseudogene	pseudo
ENSG00000227425	MRPS21P2	mitochondrial ribosomal protein S21 pseudogene 2	
ENSG00000227426	VN1R33P	vomeronasal 1 receptor 33 pseudogene	pseudo
ENSG00000227427	MDH1P1	MDH1 pseudogene 1	
ENSG00000227430	H3P9	H3 histone pseudogene 9	pseudo
ENSG00000227431	CSE1L-DT	CSE1L divergent transcript	ncRNA
ENSG00000227432	ASIC4-AS1	ASIC4 antisense RNA 1	
ENSG00000227433	RPL31P22	ribosomal protein L31 pseudogene 22	pseudo
ENSG00000227434	RNF19BPX	ring finger protein 19B pseudogene X-linked	
ENSG00000227436	FCF1P1	FCF1 pseudogene 1	
ENSG00000227437	RPS8P4	ribosomal protein S8 pseudogene 4	pseudo
ENSG00000227438	COL6A2-DT	COL6A2 divergent transcript	
ENSG00000227439	TTTY17B	testis expressed transcript, Y-linked 17B	ncRNA
ENSG00000227440	ATP5MC1P4	ATP synthase membrane subunit c locus 1 pseudogene 4	
ENSG00000227443	H3P30	H3 histone pseudogene 30	pseudo
ENSG00000227444			
ENSG00000227445	OR10R1P	olfactory receptor family 10 subfamily R member 1 pseudogene	pseudo
ENSG00000227447	XGY1	XG Y-linked 1 (pseudogene)	
ENSG00000227449	FGF7P6	fibroblast growth factor 7 pseudogene 6	
ENSG00000227453	HNRNPA1P63	heterogeneous nuclear ribonucleoprotein A1 pseudogene 63	
ENSG00000227454	MTND4P30	MT-ND4 pseudogene 30	
ENSG00000227455			
ENSG00000227456	LINC00310	long intergenic non-protein coding RNA 310	ncRNA
ENSG00000227459			
ENSG00000227462	PSME2P6	proteasome activator subunit 2 pseudogene 6	pseudo
ENSG00000227463	LOC101927575	uncharacterized LOC101927575	ncRNA
ENSG00000227465	GPN3P1	GPN-loop GTPase 3 pseudogene 1	
ENSG00000227466	PDE4B-AS1	PDE4B antisense RNA 1	ncRNA
