gene,expression
GLYCTK,57
GLYR1,524
GM140,0
GM2A,424
GMCL1,330
GMDS,398
GMEB1,125
GMEB2,185
GMFB,584
GMFG,224
GMIP,52
GML,0
GMNC,2
GMNN,182
GMPPA,461
GMPPB,779
GMPR,156
GMPR2,345
GMPS,296
GNA11,905
GNA12,697
GNA13,378
GNA14,16
GNA15,14
GNAI1,754
GNAI2,2600
GNAI3,666
GNAL,94
GNAO1,665
GNAQ,609
GNAS,57596
GNAT2,0
GNAT3,0
GNAZ,455
GNB1,4216
GNB1L,53
GNB2,1299
GNB2L1,11201
GNB3,27
GNB4,63
GNB5,326
GNE,421
GNG10,100
GNG11,135
GNG12,1141
GNG13,0
GNG2,1224
GNG3,0
GNG4,1625
GNG5,1973
GNG7,354
GNG8,0
GNGT1,0
GNGT2,17
GNL1,884
GNL2,230
GNL3,1210
GNL3L,10
GNLY,0
GNMT,11
GNPAT,520
GNPDA1,842
GNPDA2,234
GNPNAT1,242
GNPTAB,183
GNPTG,335
GNRH1,3
GNRH2,1
GNRHR,0
GNRHR2,0
GNS,2116
GOLGA1,179
GOLGA2,1452
GOLGA2P10,1
GOLGA2P5,34
GOLGA2P7,170
GOLGA2P9,1
GOLGA3,679
GOLGA4,2366
GOLGA5,414
GOLGA6A,0
GOLGA6B,0
GOLGA6C,0
GOLGA6D,0
GOLGA6L10,88
GOLGA6L2,0
GOLGA6L4,2
GOLGA6L5P,30
GOLGA6L7P,0
GOLGA6L9,109
GOLGA7,553
GOLGA7B,260
GOLGA8A,41
GOLGA8B,167
GOLGA8DP,2
GOLGA8EP,2
GOLGA8F,0
GOLGA8G,12
GOLGA8IP,3
GOLGA8K,0
GOLGA8N,1
GOLGA8R,3
GOLGB1,1227
GOLIM4,258
GOLM1,710
GOLPH3,1151
GOLPH3L,535
GOLT1A,375
GOLT1B,815
GON4L,223
GOPC,432
GORAB,99
GORASP1,386
GORASP2,1482
GOSR1,632
GOSR2,399
GOT1,347
GOT1L1,0
GOT2,1039
GP1BA,0
GP1BB,71
GP2,445
GP5,0
GP6,0
GP9,0
GPA33,1
GPAA1,921
GPALPP1,181
GPAM,95
GPANK1,223
GPAT2,9
GPATCH1,35
GPATCH11,184
GPATCH2,165
GPATCH2L,195
GPATCH3,121
GPATCH4,282
GPATCH8,312
GPBAR1,9
GPBP1,710
GPBP1L1,727
GPC1,354
GPC2,19
GPC3,11
GPC4,45
GPC5,0
GPC6,127
GPCPD1,142
GPD1,184
GPD1L,177
GPD2,435
GPER1,6
GPHA2,6
GPHB5,0
GPHN,226
GPI,965
GPIHBP1,0
GPKOW,185
GPLD1,20
GPM6A,105
GPM6B,59
GPN1,289
GPN2,231
GPN3,168
GPNMB,214
GPR1,0
GPR101,0
GPR107,465
GPR108,581
GPR119,0
GPR12,3
GPR132,0
GPR135,51
GPR137,357
GPR137B,160
GPR137C,6
GPR139,0
GPR141,0
GPR142,0
GPR143,13
GPR146,62
GPR148,0
GPR149,0
GPR15,0
GPR150,15
GPR151,0
GPR152,0
GPR153,24
GPR155,70
GPR156,0
GPR157,47
GPR158,97
GPR160,91
GPR161,46
GPR162,26
GPR17,0
GPR171,1
GPR173,33
GPR174,0
GPR176,51
GPR179,0
GPR18,0
GPR180,173
GPR182,1
GPR183,43
GPR19,25
GPR21,0
GPR22,0
GPR25,0
GPR26,0
GPR27,476
GPR3,109
GPR31,0
GPR32,0
GPR33,0
GPR34,14
GPR35,6
GPR37,19
GPR37L1,7
GPR39,5
GPR4,188
GPR42,13
GPR45,0
GPR50,0
GPR52,0
GPR55,0
GPR6,8
GPR61,7
GPR62,2
GPR63,10
GPR65,3
GPR68,21
GPR75,2
GPR78,1
GPR82,0
GPR83,0
GPR84,1
GPR85,0
GPR87,3
GPR88,1
GPR89A,214
GPR89B,134
GPRASP1,271
GPRASP2,326
GPRC5A,225
GPRC5B,470
GPRC5C,902
GPRC5D,0
GPRC6A,4
GPRIN1,174
GPRIN2,12
GPRIN3,146
GPS1,504
GPS2,161
GPSM1,258
GPSM2,53
GPSM3,37
GPT,12
GPT2,168
GPX1,2064
GPX2,257
GPX3,6678
GPX4,4600
GPX5,0
GPX6,0
GPX7,159
GPX8,51
GRAMD1A,978
GRAMD1B,108
GRAMD1C,104
GRAMD2,12
GRAMD3,343
GRAMD4,310
GRAP,30
GRAP2,13
GRAPL,2
GRASP,371
GRB10,434
GRB14,39
GRB2,959
GRB7,144
GREB1,105
GREB1L,3
GREM1,510
GREM2,39
GRHL1,92
GRHL2,11
GRHL3,8
GRHPR,431
GRIA1,0
GRIA2,115
GRIA3,237
GRIA4,90
GRID1,4
GRID2,1
GRIK1,2
GRIK2,32
GRIK3,2
GRIK4,0
GRIK5,71
GRIN1,1
GRIN2A,63
GRIN2B,0
GRIN2C,0
GRIN2D,33
GRIN3A,10
GRIN3B,14
GRINA,1819
GRIP1,27
GRIP2,0
GRIPAP1,162
GRK1,0
GRK4,38
GRK5,136
GRK6,223
GRK7,0
GRM1,5
GRM2,5
GRM3,2
GRM4,162
GRM5,1
GRM6,0
GRM7,4
GRM8,12
GRN,3033
GRP,3
GRPEL1,500
GRPEL2,384
GRPR,0
GRSF1,1154
GRTP1,16
GRWD1,194
GRXCR1,0
GRXCR2,0
GSAP,96
GSC,0
GSDMA,0
GSDMB,12
GSDMC,0
GSDMD,214
GSE1,811
GSG1,2
GSG1L,0
GSG2,1
GSK3A,935
GSK3B,665
GSKIP,423
GSN,2442
GSPT1,1277
GSPT2,146
GSR,533
GSS,295
GSTA1,1289
GSTA2,1164
GSTA3,29
GSTA4,597
GSTA5,12
GSTCD,46
GSTK1,343
GSTM1,0
GSTM2,2
GSTM3,601
GSTM4,137
GSTM5,16
GSTO1,1711
GSTO2,466
GSTP1,4283
GSTT2,0
GSTT2B,14
GSTTP1,0
GSTZ1,211
GSX1,0
GSX2,0
GTDC1,93
GTF2A1,550
GTF2A1L,0
GTF2A2,893
GTF2B,423
GTF2E1,168
GTF2E2,642
GTF2F1,142
GTF2F2,303
GTF2H1,294
GTF2H2,148
GTF2H2B,0
GTF2H2C,144
GTF2H3,254
GTF2H4,140
GTF2H5,1004
GTF2I,45
GTF2IP1,102
GTF2IP4,1
GTF2IP7,2
GTF2IRD1,139
GTF2IRD1P1,1
GTF2IRD2,58
GTF2IRD2B,32
GTF2IRD2P1,0
GTF3A,852
GTF3C1,308
GTF3C2,240
GTF3C3,271
GTF3C4,348
GTF3C5,288
GTF3C6,542
GTPBP1,496
GTPBP10,101
GTPBP2,299
GTPBP3,174
GTPBP4,358
GTPBP6,445
GTPBP8,63
GTSE1,5
GTSF1,0
GTSF1L,0
GUCA1A,0
GUCA1B,1
GUCA1C,6
GUCA2A,1
GUCA2B,3
GUCD1,420
GUCY1A2,121
GUCY1A3,302
GUCY1B2,0
GUCY1B3,722
GUCY2C,3
GUCY2D,0
GUCY2EP,0
GUCY2F,0
GUF1,35
GUK1,3848
GULP1,236
GUSB,402
GUSBP1,34
GUSBP11,17
GUSBP2,20
GUSBP3,30
GUSBP5,0
GUSBP6,1
GVINP1,1
GVQW1,1
GXYLT1,279
GXYLT1P4,1
GXYLT2,0
GYG1,813
GYG2,84
GYLTL1B,781
GYPA,0
GYPB,0
GYPC,315
GYPE,0
GYS1,187
GYS2,1
GZF1,185
GZMA,0
GZMB,1
GZMH,0
GZMK,0
GZMM,2
H19,160
H1F0,1403
H1FNT,0
H1FOO,0
H1FX,5024
H2AFB1,0
H2AFB2,0
H2AFB3,1
H2AFJ,1482
H2AFV,1230
H2AFX,183
H2AFY,1744
H2AFY2,273
H2AFZ,1740
H2BFM,36
H2BFS,17
H2BFWT,0
H3F3A,11831
H3F3B,11012
H3F3C,1883
H6PD,55
HAAO,43
HABP2,7
HABP4,607
HACD1,221
HACD2,422
HACD3,1729
HACD4,6
HACE1,84
HACL1,212
HADH,4910
HADHA,1378
HADHB,1448
HAGH,1054
HAGHL,140
HAGLR,14
HAGLROS,18
HAL,0
HAMP,143
HAND1,1
HAND2,27
HAO1,2
HAO2,0
HAP1,37
HAPLN1,0
HAPLN2,0
HAPLN3,19
HAPLN4,8
HAR1A,10
HAR1B,16
HARBI1,28
HARS,268
HARS2,198
HAS1,11
HAS2,58
HAS3,11
HAT1,435
HAUS1,204
HAUS2,148
HAUS3,95
HAUS4,301
HAUS5,22
HAUS6,122
HAUS7,102
HAUS8,27
HAVCR1,0
HAVCR2,6
HAX1,2433
HBA1,1
HBA2,4
HBB,1
HBBP1,0
HBD,0
HBE1,0
HBEGF,278
HBG1,0
HBG2,0
HBM,0
HBP1,610
HBQ1,0
HBS1L,158
HBZ,1
HCAR1,2
HCAR2,0
HCAR3,0
HCCAT5,0
HCCS,185
HCFC1,444
HCFC1R1,714
HCFC2,167
HCG14,27
HCG18,131
HCG20,3
HCG22,1
HCG25,2
HCG27,0
HCG9,0
HCK,50
HCLS1,91
HCN1,5
HCN2,57
HCN3,54
HCN4,68
HCP5,0
HCRT,13
HCRTR1,0
HCRTR2,0
HCST,30
HDAC1,750
HDAC10,142
HDAC11,85
HDAC2,677
HDAC3,418
HDAC4,174
HDAC5,885
HDAC6,379
HDAC7,207
HDAC8,175
HDAC9,410
HDC,6
HDDC2,691
HDDC3,521
HDGF,1913
HDGFL1,0
HDGFRP2,389
HDGFRP3,619
HDHD1,47
HDHD2,455
HDHD3,293
HDLBP,4702
HDX,45
HEATR1,2
HEATR3,75
HEATR4,2
HEATR5A,90
HEATR5B,185
HEATR6,53
HEATR9,0
HEBP1,515
HEBP2,851
HECA,213
HECTD1,523
HECTD2,101
HECTD3,306
HECTD4,365
HECW1,0
HECW1-IT1,1
HECW2,101
HEG1,78
HELB,20
HELLS,8
HELQ,91
HELT,0
HELZ,460
HELZ2,189
HEMGN,1
HEMK1,230
HENMT1,36
HEPACAM,0
HEPACAM2,630
HEPH,19
HEPN1,0
HERC1,295
HERC2,381
HERC2P2,134
HERC2P3,12
HERC2P4,2
HERC2P5,0
HERC2P8,0
HERC2P9,71
HERC3,138
HERC4,282
HERC5,99
HERC6,12
HERPUD1,4469
HERPUD2,265
HES1,1507
HES2,5
HES3,0
HES4,361
HES5,4
HES6,109
HES7,1
HESX1,13
HEXA,819
HEXB,1576
HEXDC,68
HEXIM1,509
HEXIM2,48
HEY1,202
HEY2,13
HEYL,255
HFE,48
HFE2,0
HFM1,9
HGD,109
HGF,120
HGFAC,2
HGH1,122
HGS,539
HGSNAT,124
HHAT,21
HHATL,102
HHEX,344
HHIP,0
HHIPL1,6
HHIPL2,0
HHLA1,0
HHLA2,4
HHLA3,3
HIAT1,519
HIATL1,375
HIATL2,22
HIBADH,413
HIBCH,261
HIC1,198
HIC2,80
HID1,795
HIF1A,1451
HIF1AN,227
HIF3A,4
HIGD1A,1397
HIGD1B,3
HIGD1C,0
HIGD2A,1482
HIGD2B,24
HILPDA,179
HILS1,1
HINFP,67
HINT1,6348
HINT2,709
HINT3,432
HIP1,118
HIP1R,786
HIPK1,547
HIPK2,2018
HIPK3,503
HIPK4,0
HIRA,404
HIRIP3,169
HIST1H1A,1
HIST1H1B,1
HIST1H1C,297
HIST1H1D,0
HIST1H1E,8
HIST1H1T,0
HIST1H2AA,0
HIST1H2AB,2
HIST1H2AC,170
HIST1H2AD,2
HIST1H2AE,12
HIST1H2AG,1
HIST1H2AH,2
HIST1H2AI,0
HIST1H2AJ,0
HIST1H2AK,0
HIST1H2AL,0
HIST1H2AM,0
HIST1H2BA,1
HIST1H2BB,0
HIST1H2BC,22
HIST1H2BD,136
HIST1H2BE,0
HIST1H2BF,0
HIST1H2BG,3
HIST1H2BH,0
HIST1H2BI,0
HIST1H2BJ,1
HIST1H2BK,6
HIST1H2BL,0
HIST1H2BM,0
HIST1H2BN,13
HIST1H2BO,0
HIST1H3A,4
HIST1H3B,0
HIST1H3C,0
HIST1H3D,2
HIST1H3E,0
HIST1H3F,0
HIST1H3G,0
HIST1H3H,2
HIST1H3I,0
HIST1H3J,0
HIST1H4A,0
HIST1H4B,0
HIST1H4C,2414
HIST1H4D,1
HIST1H4E,2
HIST1H4F,0
HIST1H4G,0
HIST1H4H,0
HIST1H4I,0
HIST1H4J,7
HIST1H4K,0
HIST1H4L,0
HIST2H2AA3,0
HIST2H2AA4,1
HIST2H2AB,0
HIST2H2AC,23
HIST2H2BA,0
HIST2H2BB,1
HIST2H2BE,93
HIST2H2BF,24
HIST2H3A,0
HIST2H3C,0
HIST2H3D,1
HIST2H3PS2,0
HIST2H4A,4
HIST2H4B,8
HIST3H2A,157
HIST3H2BB,5
HIST3H3,0
HIST4H4,9
HIVEP1,122
HIVEP2,425
HIVEP3,102
HJURP,3
HK1,313
HK2,43
HK3,3
HKDC1,53
HKR1,21
HLA-A,12767
HLA-B,4539
HLA-C,8304
HLA-DMA,53
HLA-DMB,41
HLA-DOA,8
HLA-DOB,3
HLA-DPA1,170
HLA-DPB1,165
HLA-DQA1,35
HLA-DQA2,4
HLA-DQB1,216
HLA-DQB2,0
HLA-DRA,316
HLA-DRB1,302
HLA-DRB5,129
HLA-E,2630
HLA-F,213
HLA-G,105
HLCS,284
HLCS-IT1,0
HLF,256
HLTF,365
HLX,89
HM13,2036
HMBOX1,465
HMBOX1-IT1,0
HMBS,325
HMCES,484
HMCN1,3
HMCN2,0
HMG20A,177
HMG20B,377
HMGA1,1786
HMGA1P4,2
HMGA2,1
HMGB1,4065
HMGB2,277
HMGB3,395
HMGB3P22,10
HMGB4,0
HMGCL,726
HMGCLL1,341
HMGCR,531
HMGCS1,537
HMGCS2,3
HMGN1,3153
HMGN2,3475
HMGN2P46,50
HMGN3,986
HMGN4,56
HMGN5,238
HMGXB3,96
HMGXB4,276
HMHA1,35
HMHB1,0
HMMR,10
HMOX1,899
HMOX2,508
HMP19,88
HMX1,0
HMX2,1
HMX3,0
HN1,1000
HN1L,685
HNCAT21,0
HNF1A,80
HNF1B,122
HNF4A,142
HNF4G,14
HNMT,64
HNRNPA0,1588
HNRNPA1,6897
HNRNPA1L2,1523
HNRNPA2B1,2967
HNRNPA3,2522
HNRNPAB,1507
HNRNPC,4851
HNRNPCL1,20
HNRNPCL2,1
HNRNPCL3,0
HNRNPCL4,19
HNRNPD,1485
HNRNPDL,3681
HNRNPF,1942
HNRNPH1,747
HNRNPH2,1111
HNRNPH3,1634
HNRNPK,4179
HNRNPKP3,9
HNRNPL,755
HNRNPLL,355
HNRNPM,1771
HNRNPR,1728
HNRNPU,1616
HNRNPUL1,1077
HNRNPUL2,637
HNRNPUL2-BSCL2,0
HOGA1,10
HOMER1,209
HOMER2,400
HOMER3,259
HOMEZ,168
HOOK1,703
HOOK2,278
HOOK3,396
HOPX,1389
HORMAD1,0
HORMAD2,0
HOTAIRM1,63
HOTTIP,0
HOXA1,0
HOXA10,0
HOXA11,0
HOXA13,0
HOXA2,6
HOXA3,14
HOXA4,28
HOXA5,14
HOXA6,2
HOXA7,6
HOXA9,1
HOXB1,0
HOXB13,0
HOXB2,131
HOXB3,36
HOXB4,40
HOXB5,63
HOXB6,48
HOXB7,53
HOXB8,4
HOXB9,1
HOXC10,0
HOXC11,0
HOXC12,0
HOXC13,0
HOXC4,16
HOXC5,0
HOXC6,16
HOXC8,1
HOXC9,3
HOXD1,7
HOXD10,1
HOXD11,0
HOXD12,0
HOXD13,0
HOXD3,2
HOXD4,2
HOXD8,33
HOXD9,10
HP,0
HP09025,0
HP1BP3,1222
HPCA,48
HPCAL1,299
HPCAL4,40
HPD,4
HPDL,1
HPGD,92
HPGDS,4
HPN,533
HPR,0
HPRT1,580
HPS1,248
HPS3,190
HPS4,240
HPS5,174
HPS6,184
HPSE,31
HPSE2,0
HPX,9
HR,41
HRAS,743
HRASLS,29
HRASLS2,4
HRASLS5,2
HRAT92,3
HRC,27
HRCT1,0
HRG,0
HRH1,26
HRH2,4
HRH3,0
HRH4,1
HRK,93
HRNR,0
HRSP12,254
HS1BP3,237
HS1BP3-IT1,1
HS2ST1,300
HS3ST1,79
HS3ST2,27
HS3ST3A1,16
HS3ST3B1,76
HS3ST4,14
HS3ST5,11
HS3ST6,0
HS6ST1,197
HS6ST2,146
HS6ST3,205
HSBP1,1564
HSBP1L1,41
HSCB,104
HSD11B1,72
HSD11B1L,134
HSD11B2,22
HSD17B1,18
HSD17B10,698
HSD17B11,283
HSD17B12,2103
HSD17B13,5
HSD17B14,609
HSD17B2,53
HSD17B3,14
HSD17B4,507
HSD17B6,3
HSD17B7,28
HSD17B7P2,3
HSD17B8,192
HSD3B1,0
HSD3B2,2
HSD3B7,131
HSD52,9
HSDL1,182
HSDL2,116
HSF1,384
HSF2,248
HSF2BP,14
HSF4,164
HSF5,0
HSFX1,0
HSFX2,0
HSFY1,0
HSFY1P1,0
HSFY2,0
HSH2D,11
HSP90AA1,7603
HSP90AA4P,31
HSP90AA6P,1
HSP90AB1,10149
HSP90AB2P,143
HSP90B1,11126
HSPA12A,59
HSPA12B,11
HSPA13,866
HSPA14,126
HSPA1A,1694
HSPA1B,509
HSPA1L,38
HSPA2,112
HSPA4,656
HSPA4L,202
HSPA5,22800
HSPA6,31
HSPA8,6902
HSPA9,2062
HSPB1,14608
HSPB11,549
HSPB2,5
HSPB2-C11orf52,8
HSPB3,10
HSPB6,180
HSPB7,7
HSPB8,238
HSPB9,17
HSPBAP1,57
HSPBP1,757
HSPD1,2609
HSPE1,3268
HSPG2,757
HSPH1,668
HTATIP2,962
HTATSF1,480
HTN1,0
HTN3,0
HTR1A,0
HTR1B,0
HTR1D,3
HTR1E,0
HTR1F,44
HTR2A,0
HTR2B,8
HTR2C,0
HTR3A,18
HTR3B,0
HTR3C,0
HTR3D,0
HTR3E,0
HTR4,0
HTR5A,0
HTR5BP,0
HTR6,0
HTR7,7
HTRA1,597
HTRA2,294
HTRA3,459
HTRA4,0
HTT,436
HULC,6
HUNK,20
HUS1,277
HUS1B,6
HUWE1,1334
HVCN1,25
HYAL1,36
HYAL2,665
HYAL3,30
HYAL4,1
HYDIN,43
HYI,645
HYKK,39
HYOU1,2480
HYPK,144
HYPM,0
HZGJ,8
IAH1,615
IAPP,260791
IARS,1041
IARS2,399
IBA57,34
IBSP,0
IBTK,589
ICA1,999
ICA1L,264
ICAM1,243
ICAM2,339
ICAM3,28
ICAM4,1
ICAM5,1
ICE1,170
ICE2,265
ICK,129
ICMT,883
ICOS,0
ICOSLG,48
ICT1,351
ID1,5002
ID2,1656
ID3,3038
ID4,885
IDE,187
IDH1,681
IDH2,764
IDH3A,675
IDH3B,503
IDH3G,532
IDI1,745
IDI2,7
IDNK,99
IDO1,3
IDO2,0
IDS,5373
IDUA,36
IER2,1622
IER3,10893
IER3IP1,2590
IER5,235
IER5L,341
IFFO1,93
IFI16,136
IFI27,224
IFI27L1,321
IFI27L2,1000
IFI30,4
IFI35,203
IFI44,26
IFI44L,0
IFI6,571
IFIH1,78
IFIT1,52
IFIT1B,0
IFIT2,20
IFIT3,114
IFIT5,323
IFITM1,1181
IFITM10,3
IFITM2,2497
IFITM3,5535
IFITM5,0
IFNA1,0
IFNA10,0
IFNA13,0
IFNA14,0
IFNA16,0
IFNA17,0
IFNA2,0
IFNA21,0
IFNA4,0
IFNA5,1
IFNA6,0
IFNA7,0
IFNA8,0
IFNAR1,340
IFNAR2,229
IFNB1,0
IFNE,1
IFNG,0
IFNGR1,639
IFNGR2,854
IFNK,0
IFNL1,0
IFNL2,0
IFNL3,0
IFNL4,0
IFNLR1,56
IFNW1,0
IFRD1,575
IFRD2,408
IFT122,300
IFT140,99
IFT172,92
IFT20,672
IFT22,488
IFT27,522
IFT43,440
IFT46,370
IFT52,233
IFT57,576
IFT74,234
IFT80,129
IFT81,139
IFT88,114
IGBP1,742
IGDCC3,1
IGDCC4,7
IGF1,4
IGF1R,627
IGF2,1811
IGF2BP1,0
IGF2BP2,132
IGF2BP3,5
IGF2R,613
IGFALS,33
IGFBP1,0
IGFBP2,2424
IGFBP3,1076
IGFBP4,3582
IGFBP5,587
IGFBP6,96
IGFBP7,4206
IGFBPL1,23
IGFL1,0
IGFL2,0
IGFL3,0
IGFL4,0
IGFLR1,11
IGFN1,1
IGHA1,0
IGHA2,0
IGHD,0
IGHD1-1,0
IGHD1-14,0
IGHD1-20,0
IGHD1-26,0
IGHD1-7,0
IGHD1OR15-1A,0
IGHD1OR15-1B,0
IGHD2-15,0
IGHD2-2,0
IGHD2-21,0
IGHD2-8,0
IGHD2OR15-2A,0
IGHD2OR15-2B,0
IGHD3-10,0
IGHD3-16,0
IGHD3-22,0
IGHD3-3,0
IGHD3-9,0
IGHD3OR15-3A,0
IGHD3OR15-3B,0
IGHD4-11,0
IGHD4-17,0
IGHD4-23,0
IGHD4-4,0
IGHD4OR15-4A,0
IGHD4OR15-4B,0
IGHD5-12,0
IGHD5-18,0
IGHD5-24,0
IGHD5-5,0
IGHD5OR15-5A,0
IGHD5OR15-5B,0
IGHD6-13,0
IGHD6-19,0
IGHD6-25,0
IGHD6-6,0
IGHD7-27,0
IGHE,0
IGHG1,0
IGHG2,0
IGHG3,0
IGHG4,0
IGHJ1,0
IGHJ2,0
IGHJ3,0
IGHJ4,0
IGHJ5,0
IGHJ6,0
IGHM,0
IGHMBP2,101
IGHV1-18,0
IGHV1-2,0
IGHV1-24,0
IGHV1-3,0
IGHV1-45,0
IGHV1-46,0
IGHV1-58,0
IGHV1-69,0
IGHV1-69-2,0
IGHV1OR15-1,0
IGHV1OR15-9,0
IGHV1OR21-1,0
IGHV2-26,0
IGHV2-5,0
IGHV2-70,0
IGHV2OR16-5,0
IGHV3-11,0
IGHV3-13,0
IGHV3-15,0
IGHV3-16,0
IGHV3-20,0
IGHV3-21,0
IGHV3-23,0
IGHV3-30,0
IGHV3-33,0
IGHV3-35,0
IGHV3-38,0
IGHV3-43,0
IGHV3-48,0
IGHV3-49,0
IGHV3-53,0
IGHV3-64,0
IGHV3-66,0
IGHV3-7,0
IGHV3-72,0
IGHV3-73,0
IGHV3-74,0
IGHV3OR15-7,0
IGHV3OR16-10,0
IGHV3OR16-12,0
IGHV3OR16-13,0
IGHV3OR16-8,0
IGHV3OR16-9,0
IGHV4-28,0
IGHV4-31,0
IGHV4-34,0
IGHV4-39,0
IGHV4-4,0
IGHV4-59,0
IGHV4-61,0
IGHV4OR15-8,0
IGHV5-51,0
IGHV6-1,0
IGHV7-81,0
IGIP,262
IGKC,1
IGKJ1,0
IGKJ2,0
IGKJ3,0
IGKJ4,0
IGKJ5,0
IGKV1-12,0
IGKV1-16,0
IGKV1-17,0
IGKV1-27,0
IGKV1-33,0
IGKV1-37,0
IGKV1-39,0
IGKV1-5,0
IGKV1-6,0
IGKV1-8,0
IGKV1-9,0
IGKV1D-12,0
IGKV1D-13,0
IGKV1D-16,0
IGKV1D-17,0
IGKV1D-33,0
IGKV1D-37,0
IGKV1D-39,0
IGKV1D-42,0
IGKV1D-43,0
IGKV1D-8,0
IGKV1OR2-108,0
IGKV2-24,0
IGKV2-28,0
IGKV2-30,0
IGKV2-40,0
IGKV2D-24,0
IGKV2D-26,0
IGKV2D-28,0
IGKV2D-29,0
IGKV2D-30,0
IGKV2D-40,0
IGKV3-11,0
IGKV3-15,0
IGKV3-20,0
IGKV3-7,0
IGKV3D-11,0
IGKV3D-15,0
IGKV3D-20,0
IGKV3D-7,0
IGKV3OR2-268,0
IGKV4-1,0
IGKV5-2,0
IGKV6-21,0
IGKV6D-21,0
IGKV6D-41,0
IGLC1,0
IGLC2,0
IGLC3,0
IGLC7,0
IGLJ1,0
IGLJ2,0
IGLJ3,0
IGLJ4,0
IGLJ5,0
IGLJ6,0
IGLJ7,0
IGLL1,15
IGLL5,0
IGLV1-36,0
IGLV1-40,0
IGLV1-44,0
IGLV1-47,0
IGLV1-50,0
IGLV1-51,0
IGLV10-54,0
IGLV11-55,0
IGLV2-11,0
IGLV2-14,0
IGLV2-18,0
IGLV2-23,0
IGLV2-33,0
IGLV2-8,0
IGLV3-1,0
IGLV3-10,0
IGLV3-12,0
IGLV3-16,0
IGLV3-19,0
IGLV3-21,0
IGLV3-22,0
IGLV3-25,0
IGLV3-27,0
IGLV3-32,0
IGLV3-9,0
IGLV4-3,0
IGLV4-60,0
IGLV4-69,0
IGLV5-37,0
IGLV5-45,0
IGLV5-48,0
IGLV5-52,0
IGLV6-57,0
IGLV7-43,0
IGLV7-46,0
IGLV8-61,0
IGLV9-49,0
IGSF1,195
IGSF10,51
IGSF11,112
IGSF21,194
IGSF22,45
IGSF23,0
IGSF3,35
IGSF5,3
IGSF6,4
IGSF8,405
IGSF9,24
IGSF9B,1
IHH,1
IK,619
IKBIP,218
IKBKAP,357
IKBKB,102
IKBKE,32
IKBKG,197
IKZF1,5
IKZF2,1
IKZF3,5
IKZF4,169
IKZF5,176
IL10,29
IL10RA,13
IL10RB,288
IL11,314
IL11RA,25
IL12A,8
IL12B,0
IL12RB1,0
IL12RB2,1
IL13,2
IL13RA1,649
IL13RA2,20
IL15,13
IL15RA,100
IL16,14
IL17A,0
IL17B,2
IL17C,0
IL17D,9
IL17F,0
IL17RA,203
IL17RB,99
IL17RC,303
IL17RD,30
IL17RE,85
IL17REL,0
IL18,10
IL18BP,34
IL18R1,1
IL18RAP,0
IL19,4
IL1A,11
IL1B,138
IL1F10,0
IL1R1,490
IL1R2,60
IL1RAP,32
IL1RAPL1,0
IL1RAPL2,0
IL1RL1,71
IL1RL2,8
IL1RN,78
IL2,0
IL20,0
IL20RA,211
IL20RB,8
IL21,0
IL21R,3
IL22,0
IL22RA1,6
IL22RA2,0
IL23A,69
IL23R,1
IL24,1586
IL25,0
IL26,0
IL27,0
IL27RA,6
IL2RA,2
IL2RB,4
IL2RG,8
IL3,0
IL31,0
IL31RA,1
IL32,5708
IL33,23
IL34,1
IL36A,0
IL36B,1
IL36G,0
IL36RN,0
IL37,0
IL3RA,90
IL4,0
IL4I1,15
IL4R,418
IL5,0
IL5RA,11
IL6,59
IL6R,336
IL6ST,1449
IL7,4
IL7R,24
IL9,0
IL9R,0
ILDR1,36
ILDR2,62
ILF2,1525
ILF3,1038
ILK,1228
ILKAP,193
ILVBL,409
IMMP1L,636
IMMP2L,304
IMMT,862
IMP3,1032
IMP4,573
IMPA1,311
IMPA1P,3
IMPA2,669
IMPACT,203
IMPAD1,1521
IMPDH1,226
IMPDH2,1095
IMPG1,0
IMPG2,2
INA,1310
INADL,115
INAFM1,221
INAFM2,234
INCA1,18
INCENP,38
INF2,140
ING1,105
ING2,280
ING3,220
ING4,190
ING5,70
INHA,19
INHBA,980
INHBB,58
INHBC,1
INHBE,3
INIP,201
INMT,0
INMT-FAM188B,0
INO80,102
INO80B,313
INO80B-WBP1,14
INO80C,238
INO80E,338
INPP1,454
INPP4A,176
INPP4B,120
INPP5A,232
INPP5B,157
INPP5D,41
INPP5E,191
INPP5F,877
INPP5J,47
INPP5K,376
INPPL1,465
INS,923114
INS-IGF2,245
INSC,8
INSIG1,815
INSIG2,291
INSL3,1
INSL4,0
INSL5,0
INSL6,0
INSM1,1875
INSM2,9
INSR,659
INSRR,1
INTS1,6
INTS10,351
INTS12,202
INTS2,123
INTS3,70
INTS4,183
INTS4P2,1
INTS5,265
INTS6,269
INTS7,86
INTS8,143
INTS9,155
INTU,104
INVS,59
IP6K1,348
IP6K2,805
IP6K3,0
IPCEF1,6
IPMK,114
IPO11,174
IPO13,335
IPO4,185
IPO5,907
IPO7,1273
IPO8,284
IPO9,314
IPP,25
IPPK,142
IQCA1,34
IQCB1,223
IQCC,63
IQCD,26
IQCE,214
IQCF1,0
IQCF2,0
IQCF3,0
IQCF4,0
IQCG,67
IQCH,26
IQCJ,1
IQCJ-SCHIP1,7
IQCK,184
IQGAP1,1780
IQGAP2,102
IQGAP3,0
IQSEC1,445
IQSEC2,55
