"","acinar","activated-stellate","alpha","beta","delta","ductal","endothelial","epsilon","gamma","macrophage","mast","quiescent-stellate","schwann","t-cell"
"CCNC",95,15,97,504,81,80,22,2,22,4,1,13,5,0
"CCND1",1,16,12,363,5,271,76,0,14,4,2,13,1,0
"CCND2",124,44,100,454,75,12,18,3,14,3,1,64,0,1
"CCND3",13,19,146,320,56,29,30,3,10,3,0,9,0,1
"CCNDBP1",32,25,64,256,55,64,16,4,8,4,2,23,2,0
"CCNE1",4,4,0,6,1,1,1,0,0,0,0,0,0,0
"CCNE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCNF",0,2,4,2,0,0,0,0,1,0,0,1,0,0
"CCNG1",95,12,105,221,28,49,12,5,11,1,1,12,1,0
"CCNG2",12,17,13,184,34,40,22,1,4,3,1,11,0,1
"CCNH",9,11,30,124,34,13,11,1,3,0,0,10,0,1
"CCNI",382,222,806,3103,631,410,147,24,175,23,18,130,5,2
"CCNI2",1,0,0,1,1,1,0,0,0,0,0,0,0,0
"CCNJ",13,1,6,35,8,14,9,0,4,1,0,5,0,0
"CCNJL",0,4,0,1,1,1,5,0,0,0,0,1,0,0
"CCNK",29,20,59,160,38,21,10,1,15,4,2,7,0,0
"CCNL1",42,13,63,201,61,55,36,0,21,10,1,22,0,2
"CCNL2",38,21,65,293,57,26,18,1,14,1,4,19,0,0
"CCNO",13,0,0,1,0,1,0,0,0,0,0,0,0,0
"CCNT1",9,7,43,157,28,25,20,3,12,0,0,14,0,0
"CCNT2",13,5,40,103,32,14,3,3,7,0,0,12,0,0
"CCNY",39,42,113,517,80,65,81,4,25,3,0,25,3,0
"CCNYL1",3,0,3,19,4,9,0,0,1,1,0,0,0,0
"CCP110",2,6,18,65,6,11,6,0,4,0,2,6,0,0
"CCPG1",16,8,46,150,22,29,28,1,7,4,1,5,1,0
"CCR1",0,0,0,0,0,0,0,0,0,22,0,0,0,0
"CCR10",0,1,2,23,7,0,2,0,1,0,0,6,0,0
"CCR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR5",0,0,0,0,0,0,0,0,0,4,0,0,0,1
"CCR6",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CCR7",0,3,0,2,2,0,0,0,0,46,0,3,0,1
"CCR8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCRL2",10,0,0,0,2,2,9,0,0,11,0,0,0,0
"CCS",18,7,44,135,28,12,13,2,5,2,0,23,2,0
"CCSAP",2,1,14,51,7,4,0,2,1,0,0,0,0,0
"CCSER1",0,0,2,25,1,1,0,0,0,0,0,0,0,0
"CCSER2",21,20,72,245,38,21,18,0,11,4,2,18,2,0
"CCT2",176,110,169,424,95,183,100,5,29,2,1,60,4,0
"CCT3",300,135,371,1133,200,214,163,8,79,20,0,124,7,0
"CCT4",215,89,159,1124,183,136,100,4,22,9,4,74,4,1
"CCT5",163,90,140,317,112,152,80,6,24,18,3,105,14,2
"CCT6A",153,77,152,580,103,145,85,4,26,14,2,60,0,0
"CCT6B",0,0,2,16,8,0,0,0,0,0,0,1,0,0
"CCT6P1",0,0,0,2,2,0,0,0,0,0,0,2,0,0
"CCT6P3",7,4,18,76,16,10,7,0,3,0,0,7,0,0
"CCT7",266,231,482,1632,346,223,209,19,97,24,2,148,12,0
"CCT8",217,90,229,1045,227,179,155,8,68,10,1,90,2,3
"CCT8L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCZ1",13,16,23,121,19,20,22,2,13,0,3,15,2,0
"CCZ1B",4,6,29,87,15,12,7,2,20,3,2,3,0,0
"CD101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD109",0,0,19,0,1,1,3,1,0,5,0,1,0,0
"CD14",1,1,11,137,20,1,3,0,4,51,0,7,0,0
"CD151",70,23,56,105,38,74,19,2,13,0,1,12,1,0
"CD160",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CD163",0,1,0,1,0,0,0,0,0,27,0,0,0,0
"CD163L1",0,0,0,0,1,0,1,0,0,11,0,1,0,0
"CD164",126,103,564,931,182,253,95,13,87,20,3,81,3,0
"CD164L2",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CD177",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD180",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"CD19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1D",0,0,0,0,0,2,5,0,0,10,0,0,0,0
"CD1E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CD200",4,0,77,558,101,2,103,2,24,2,0,0,0,0
"CD200R1",0,0,0,10,2,0,0,0,0,0,1,0,0,0
"CD200R1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD207",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD209",0,0,0,1,0,0,4,0,0,5,0,0,0,0
"CD22",0,0,0,2,0,0,1,0,0,0,16,0,0,0
"CD226",0,0,1,2,0,0,0,0,0,3,0,0,0,0
"CD24",1688,2,83,777,332,1182,10,17,32,1,0,5,0,0
"CD244",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CD247",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD248",0,161,2,1,0,0,7,0,0,0,0,172,0,0
"CD27",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CD274",3,0,4,41,8,5,2,0,3,0,1,1,0,0
"CD276",39,126,77,244,42,64,31,5,24,4,1,35,0,0
"CD28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD2AP",55,3,50,176,38,64,23,2,6,4,2,5,0,0
"CD2BP2",79,29,63,166,42,43,23,3,12,2,0,14,0,0
"CD300A",0,0,0,0,0,0,0,0,0,29,5,1,0,0
"CD300C",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CD300E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD300LB",0,0,0,0,0,0,0,0,0,1,1,0,0,0
"CD300LD",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD300LF",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CD300LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD302",5,9,6,77,15,2,7,1,1,4,0,6,0,0
"CD320",10,14,100,327,78,28,91,3,23,0,0,8,0,0
"CD33",0,0,0,0,0,0,0,0,0,1,1,0,0,0
"CD34",2,0,0,0,2,0,94,0,0,0,0,0,0,0
"CD36",0,0,48,2,0,0,64,0,5,9,0,2,0,0
"CD37",0,0,0,0,0,0,0,0,0,2,10,0,0,5
"CD38",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CD3D",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CD3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD3EAP",5,1,4,3,0,1,0,0,0,0,0,2,0,0
"CD3G",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD4",0,8,0,1,0,0,2,0,0,16,1,53,0,0
"CD40",7,8,21,31,20,17,38,0,5,3,0,11,0,0
"CD40LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD44",1800,97,238,394,39,862,10,1,16,30,17,66,24,1
"CD46",65,23,367,689,182,135,80,9,47,7,1,39,4,0
"CD47",106,20,115,253,93,170,26,6,31,8,2,22,5,0
"CD48",1,0,0,0,0,0,0,0,0,11,2,0,0,3
"CD5",0,2,0,41,4,3,0,0,0,0,0,1,0,1
"CD52",1,0,1,0,0,0,0,0,0,3,4,0,0,5
"CD53",1,0,0,0,0,0,0,0,0,45,7,0,0,2
"CD55",9,6,55,217,39,24,49,1,26,3,0,0,0,0
"CD58",2,3,2,5,1,18,10,0,0,5,0,4,0,0
"CD59",507,807,484,988,321,1463,883,30,158,9,5,1021,94,1
"CD5L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD6",3,0,1,17,0,0,1,0,0,0,0,1,0,3
"CD63",1183,666,2216,4805,1678,1232,779,95,409,143,22,517,65,5
"CD68",115,76,228,834,80,114,13,4,7,286,2,27,9,0
"CD69",0,0,0,0,0,0,0,0,0,0,3,1,0,1
"CD7",0,0,0,2,0,0,0,0,0,0,0,0,0,3
"CD70",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CD72",0,0,3,35,15,0,0,0,2,2,0,0,0,1
"CD74",4,9,17,11,9,81,53,1,3,384,1,1,0,1
"CD79A",3,0,0,2,3,0,0,0,0,0,0,0,0,0
"CD79B",0,1,0,0,0,0,18,0,0,0,1,0,0,0
"CD80",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD81",196,283,846,2463,526,428,622,36,186,66,8,189,15,4
"CD82",7,67,116,178,32,49,20,5,9,8,3,2,0,0
"CD83",1,3,8,32,5,7,0,0,2,36,1,0,0,0
"CD84",0,0,0,0,0,0,0,0,0,3,3,0,0,0
"CD86",0,0,0,0,0,0,0,0,0,17,0,0,0,0
"CD8A",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CD8B",0,0,0,11,2,0,0,2,0,0,0,0,0,5
"CD9",45,84,3,294,177,296,344,6,2,41,22,88,29,0
"CD93",0,2,2,4,0,2,473,0,0,2,0,2,0,0
"CD96",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CD99",153,194,2318,6764,1097,153,324,55,336,22,13,92,6,4
"CD99L2",11,9,139,168,32,8,1,2,14,1,0,6,0,0
"CD99P1",4,1,4,43,11,12,7,1,3,2,2,1,0,0
"CDA",2,0,0,0,0,5,4,0,0,0,0,0,0,0
"CDADC1",12,9,26,94,13,6,8,0,3,2,1,8,0,0
"CDAN1",1,2,5,9,1,1,1,0,0,1,0,0,0,0
"CDC123",53,55,73,320,58,85,59,0,8,1,0,49,1,0
"CDC14A",1,0,4,14,1,0,0,0,1,0,0,1,0,0
"CDC14B",10,5,49,137,26,21,12,0,12,0,0,5,2,0
"CDC16",36,14,53,243,33,33,28,1,16,3,2,8,0,0
"CDC20",0,0,11,0,0,0,1,0,0,0,0,0,0,0
"CDC20B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC23",11,7,33,124,11,20,14,1,6,5,0,7,0,0
"CDC25A",0,0,0,2,1,1,0,0,0,0,0,0,0,0
"CDC25B",9,7,23,39,17,9,7,2,9,1,0,9,0,0
"CDC25C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC26",24,24,70,312,52,30,29,2,19,7,1,16,0,0
"CDC27",18,18,36,216,43,26,58,0,8,2,1,28,0,1
"CDC34",47,23,76,315,33,69,22,4,8,3,1,17,0,0
"CDC37",136,130,189,601,125,215,167,5,63,23,4,55,1,0
"CDC37L1",26,8,21,171,32,19,13,2,7,3,1,5,1,0
"CDC40",11,5,21,73,24,16,11,3,6,1,0,5,0,0
"CDC42",280,93,366,1107,287,389,169,7,101,30,4,79,4,4
"CDC42.IT1",0,0,0,2,0,0,2,0,1,0,0,0,0,0
"CDC42BPA",20,19,106,386,81,39,27,8,29,0,0,21,0,2
"CDC42BPB",30,35,97,247,83,71,52,6,26,2,0,23,0,0
"CDC42BPG",11,0,19,43,11,9,1,1,6,0,0,0,0,0
"CDC42EP1",275,73,4,4,2,309,111,0,1,0,0,37,4,0
"CDC42EP2",22,23,10,0,0,27,31,0,3,0,0,16,0,0
"CDC42EP3",6,3,255,401,104,46,92,4,36,2,4,1,0,0
"CDC42EP4",32,7,49,115,33,48,31,5,4,0,1,14,0,0
"CDC42EP5",10,22,1,7,0,26,30,0,0,0,0,5,0,0
"CDC42SE1",56,48,84,155,49,56,69,2,19,16,3,24,5,0
"CDC42SE2",36,9,89,393,90,51,38,4,35,1,2,8,2,0
"CDC45",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"CDC5L",26,7,36,131,26,22,23,1,3,5,0,12,0,0
"CDC6",4,2,2,33,1,1,1,0,0,0,0,0,0,0
"CDC7",1,1,3,52,5,3,4,1,2,0,0,4,0,0
"CDC73",14,11,23,101,44,22,17,0,7,3,0,10,1,0
"CDCA2",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CDCA3",1,1,4,13,0,0,0,0,1,0,0,0,0,0
"CDCA4",4,6,5,36,2,20,5,0,1,0,0,4,0,2
"CDCA5",2,0,0,2,0,0,0,0,0,0,0,0,0,0
"CDCA7",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDCA7L",12,8,2,2,0,2,0,0,1,1,0,4,1,0
"CDCA8",1,1,14,3,1,1,1,0,0,0,0,1,0,0
"CDCP1",117,2,43,380,87,177,8,7,28,5,0,6,0,0
"CDCP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",316,2,441,648,177,665,13,11,39,1,1,7,0,1
"CDH10",0,0,24,7,16,0,0,0,6,0,0,0,0,0
"CDH11",0,49,0,0,1,0,0,0,0,0,0,51,0,0
"CDH12",0,0,3,5,0,0,0,0,0,0,0,0,0,0
"CDH13",0,0,0,0,0,0,24,0,0,0,0,1,0,0
"CDH15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH17",0,1,1,0,0,38,0,1,7,0,0,0,0,0
"CDH18",0,0,4,3,0,0,0,0,0,0,0,0,0,0
"CDH19",0,3,0,0,0,0,0,0,0,0,0,0,9,0
"CDH2",0,1,4,94,0,40,1,0,0,1,0,0,2,0
"CDH20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH22",0,0,0,9,0,0,0,0,0,0,0,0,0,0
"CDH23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH24",5,3,7,19,0,4,5,0,3,0,0,1,0,0
"CDH26",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"CDH3",5,0,1,5,0,20,0,1,0,0,0,0,0,0
"CDH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",0,0,1,1,0,0,114,0,0,0,0,0,0,0
"CDH6",0,1,6,18,0,87,1,2,0,0,0,33,0,0
"CDH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDHR1",0,0,0,4,2,0,0,0,0,0,0,0,0,0
"CDHR2",0,0,2,7,1,8,0,0,0,0,0,0,0,0
"CDHR3",0,0,0,2,1,0,0,0,0,0,0,0,0,0
"CDHR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDHR5",1,0,13,0,2,7,0,3,0,0,0,0,0,0
"CDIP1",36,13,195,549,69,27,22,3,29,3,0,8,3,0
"CDIPT",73,63,173,579,79,112,72,4,43,10,4,80,2,0
"CDK1",0,0,14,10,2,0,0,0,2,2,0,0,0,0
"CDK10",15,4,30,50,26,19,5,2,10,0,1,5,1,0
"CDK11A",1,0,5,4,1,5,1,0,1,0,1,0,0,0
"CDK11B",8,5,25,41,8,11,4,0,5,0,1,3,0,0
"CDK12",26,7,35,144,32,31,16,4,1,1,1,10,0,0
"CDK13",16,17,60,136,34,29,21,3,5,1,1,8,0,0
"CDK14",2,3,13,100,44,24,1,2,8,1,0,9,2,0
"CDK15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK16",97,49,161,547,94,100,38,10,27,5,0,53,11,0
"CDK17",11,9,14,32,10,10,39,0,4,2,0,7,0,0
"CDK18",4,0,3,6,2,8,0,0,0,1,0,1,0,0
"CDK19",7,11,13,54,12,11,8,1,4,0,0,4,0,0
"CDK2",9,6,13,34,7,20,17,0,1,2,0,17,0,1
"CDK20",0,1,14,36,8,9,1,0,1,1,0,3,0,0
"CDK2AP1",121,264,282,950,256,302,314,12,78,6,3,111,4,0
"CDK2AP2",145,60,140,867,177,145,92,9,23,15,2,44,5,1
"CDK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK4",78,72,122,407,96,71,63,5,34,6,1,66,0,0
"CDK5",11,7,31,113,31,7,7,2,15,3,0,2,0,0
"CDK5R1",2,0,10,259,12,0,2,0,8,2,0,1,0,0
"CDK5R2",2,1,195,432,228,5,9,15,58,0,0,2,0,0
"CDK5RAP1",6,6,28,54,19,12,6,0,4,2,0,2,0,1
"CDK5RAP2",11,11,20,61,14,8,0,1,1,0,1,2,0,0
"CDK5RAP3",36,11,40,227,71,38,14,2,18,6,1,9,0,0
"CDK6",18,23,112,327,55,58,6,0,6,0,1,9,0,0
"CDK7",12,5,16,68,18,27,11,0,3,0,2,10,0,0
"CDK8",8,9,20,96,12,10,6,0,1,1,0,10,0,0
"CDK9",4,1,7,26,9,3,6,0,1,0,1,0,0,0
"CDKAL1",9,0,16,50,12,7,3,0,4,0,0,4,0,0
"CDKL1",4,1,3,4,0,3,0,0,0,0,0,0,0,0
"CDKL2",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"CDKL3",2,5,4,29,7,1,0,0,1,0,0,0,0,0
"CDKL4",0,3,5,3,0,0,0,0,0,0,0,0,0,0
"CDKL5",4,3,13,69,14,15,4,1,2,0,0,0,0,0
"CDKN1A",256,36,219,1559,90,319,156,4,137,12,2,70,2,0
"CDKN1B",24,9,54,399,65,17,41,2,18,5,2,31,0,0
"CDKN1C",24,31,412,7202,146,87,79,6,76,7,4,96,0,0
"CDKN2A",9,0,29,79,27,51,1,7,0,2,0,0,0,0
"CDKN2AIP",5,5,32,126,20,25,42,1,11,0,1,10,0,0
"CDKN2AIPNL",3,1,15,35,8,16,1,2,3,0,1,4,2,0
"CDKN2B",11,2,3,20,4,104,28,0,0,0,0,1,0,0
"CDKN2C",1,4,3,92,2,1,5,0,2,0,0,5,2,0
"CDKN2D",5,9,51,166,23,2,10,2,11,0,2,5,0,0
"CDKN3",1,0,7,11,2,0,5,0,0,0,0,0,0,0
"CDNF",2,0,5,5,1,0,0,0,0,0,0,0,0,0
"CDO1",0,2,13,0,33,3,1,6,3,0,0,1,0,0
"CDON",1,1,17,62,11,2,0,0,0,0,0,0,0,0
"CDPF1",3,4,27,68,12,9,8,0,1,1,0,7,0,0
"CDR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDR2",47,36,125,378,53,90,34,5,17,0,4,34,2,0
"CDR2L",16,36,10,5,14,56,41,0,0,1,0,20,1,0
"CDRT1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CDRT15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDRT15L2",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDRT4",2,0,1,10,4,0,0,0,1,0,0,0,0,0
"CDS1",28,0,73,48,27,47,0,2,9,0,0,0,0,0
"CDS2",22,16,118,358,81,56,39,10,30,3,0,14,2,1
"CDSN",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"CDT1",0,0,2,1,0,0,0,0,0,0,0,0,0,0
"CDV3",196,57,148,663,116,167,67,2,22,19,1,53,1,0
"CDX1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CDX2",3,0,0,4,1,29,1,0,4,0,0,0,0,0
"CDX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDY1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDY2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDY2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDYL",23,26,92,155,34,31,20,1,5,5,1,22,2,0
"CDYL2",0,2,8,39,5,6,16,1,0,2,0,7,0,0
"CEACAM1",11,0,27,19,15,35,20,2,7,0,1,0,0,0
"CEACAM16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM19",2,0,8,5,3,2,2,0,3,0,0,0,0,0
"CEACAM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM22P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAM5",0,0,0,0,0,10,0,0,0,0,0,0,0,0
"CEACAM6",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"CEACAM7",0,0,0,1,0,9,0,0,0,0,0,0,0,0
"CEACAM8",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CEACAMP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEACAMP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEBPA",14,0,0,8,0,3,2,0,0,3,0,0,0,0
"CEBPB",43,241,23,371,37,158,38,2,4,90,0,347,4,0
"CEBPD",324,31,34,262,42,97,10,1,19,8,0,135,1,0
"CEBPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEBPG",33,15,68,409,62,48,61,1,11,4,1,9,0,0
"CEBPZ",30,14,58,203,42,15,38,0,11,1,0,19,0,2
"CEBPZOS",11,5,48,166,30,15,14,4,13,4,1,6,0,2
"CECR1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CECR2",1,0,0,6,0,0,1,0,0,0,0,0,0,0
"CECR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CECR5",17,13,43,116,26,36,22,2,4,4,1,16,0,0
"CECR6",0,0,13,12,2,0,0,0,1,0,0,0,0,0
"CECR7",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CEL",1250,0,2,13,4,0,0,0,2,0,0,0,0,0
"CELA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELA2A",3973,1,11,46,6,12,4,0,6,0,0,1,0,0
"CELA2B",336,0,1,3,0,2,0,0,0,0,0,0,0,0
"CELA3A",30656,13,63,215,269,120,35,3,14,5,4,24,2,0
"CELA3B",23388,6,39,125,187,69,22,1,7,2,1,17,2,0
"CELF1",96,32,157,608,149,117,64,5,58,4,3,21,1,2
"CELF2",2,16,9,82,5,3,4,0,0,8,3,6,3,2
"CELF3",3,1,138,328,81,2,4,3,18,2,1,1,0,0
"CELF4",9,1,53,204,139,6,4,2,27,0,0,2,0,0
"CELF5",0,0,1,1,5,0,0,0,1,0,0,0,0,0
"CELF6",0,0,15,32,10,0,1,0,4,0,0,0,0,0
"CELSR1",0,0,1,2,1,4,3,0,0,0,0,0,0,0
"CELSR2",0,0,10,26,12,3,1,1,3,0,1,3,0,0
"CELSR3",0,2,35,93,17,0,0,1,4,0,0,1,0,0
"CEMIP",0,12,1,2,1,2,12,0,0,0,0,0,0,0
"CEMP1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CEND1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENPA",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"CENPB",54,64,174,519,77,85,90,7,39,7,1,39,3,0
"CENPBD1",6,1,16,59,14,11,5,0,4,0,0,2,0,1
"CENPBD1P1",9,10,42,95,15,24,7,4,7,4,0,16,1,0
"CENPC",3,5,14,42,14,7,5,0,1,1,0,3,0,0
"CENPE",1,0,3,1,0,0,1,0,0,0,0,0,0,0
"CENPF",0,1,17,2,0,0,3,0,0,0,0,0,0,0
"CENPH",3,6,15,27,8,4,1,0,2,0,2,3,0,1
"CENPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENPJ",0,1,1,3,0,1,0,0,0,0,0,1,0,0
"CENPK",0,0,1,3,0,0,3,0,0,0,0,2,0,0
"CENPL",1,2,6,9,8,2,0,0,3,0,0,2,0,0
"CENPM",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"CENPN",4,4,10,10,2,6,3,0,0,0,0,2,0,0
"CENPO",0,2,4,6,2,2,3,1,0,0,0,0,0,0
"CENPP",0,7,3,17,5,1,0,0,2,0,0,9,0,0
"CENPQ",4,2,3,30,8,1,4,0,0,0,0,1,0,0
"CENPT",6,3,2,29,6,7,5,0,2,0,0,4,0,0
"CENPU",0,1,2,6,0,1,0,0,0,0,0,0,0,0
"CENPV",39,10,39,33,15,17,5,8,13,2,0,15,0,0
"CENPW",5,8,12,36,5,2,2,0,0,1,0,0,0,0
"CEP104",3,1,4,25,9,6,1,0,1,0,0,1,0,0
"CEP112",6,2,8,36,11,4,6,0,4,0,0,0,0,0
"CEP120",9,5,19,59,10,0,6,0,2,0,0,3,0,0
"CEP126",1,1,51,148,55,2,0,5,32,0,0,0,0,0
"CEP128",0,0,1,6,2,2,1,0,0,0,0,0,0,0
"CEP131",5,5,2,13,2,4,2,0,2,0,0,1,0,0
"CEP135",3,4,5,9,4,4,6,0,0,1,0,1,0,0
"CEP152",0,0,1,5,2,3,1,0,0,0,0,3,1,0
"CEP162",2,0,3,12,3,1,5,0,1,0,0,0,0,0
"CEP164",14,4,25,49,18,9,4,0,4,1,0,4,0,0
"CEP164P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP170",5,19,11,80,18,20,24,0,4,3,1,8,2,0
"CEP170B",21,7,45,147,18,47,10,0,9,2,0,5,0,0
"CEP170P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP19",2,2,5,22,3,0,1,0,1,1,0,1,0,0
"CEP192",9,1,11,33,7,1,4,3,1,1,0,2,1,0
"CEP250",0,1,1,3,0,0,0,0,0,0,0,1,0,0
"CEP290",4,12,13,68,13,11,12,0,13,0,0,8,0,0
"CEP295",2,2,6,26,4,5,2,0,2,0,1,0,0,0
"CEP295NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP350",27,6,86,227,58,24,26,1,10,7,0,11,0,0
"CEP41",20,11,70,286,100,14,16,0,17,4,0,5,0,1
"CEP44",6,9,18,68,20,5,2,1,4,1,1,12,0,0
"CEP55",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"CEP57",24,9,29,151,26,14,9,2,11,0,0,3,2,0
"CEP57L1",2,4,7,33,10,3,6,0,2,0,0,1,1,0
"CEP63",11,5,30,130,16,12,5,0,2,0,0,5,0,0
"CEP68",11,6,11,61,7,5,11,1,8,0,0,1,0,0
"CEP70",12,1,15,33,6,13,2,0,2,1,0,2,0,0
"CEP72",2,2,4,13,5,2,2,2,0,0,0,0,0,0
"CEP76",9,4,6,32,5,5,4,0,3,0,0,4,0,0
"CEP78",4,1,9,14,4,2,5,1,0,0,0,2,0,0
"CEP83",4,2,14,70,9,3,3,1,4,0,1,4,0,0
"CEP85",3,0,14,62,6,5,0,0,4,1,0,1,0,0
"CEP85L",7,5,18,15,5,2,8,0,3,0,1,2,1,0
"CEP89",8,5,15,35,6,6,1,0,0,1,0,3,0,1
"CEP95",9,5,14,52,13,14,3,0,2,1,0,3,0,0
"CEP97",7,10,15,52,22,3,7,1,6,0,1,9,0,0
"CEPT1",5,6,24,65,14,9,5,0,5,2,0,0,0,0
"CER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CERCAM",6,68,68,87,38,17,4,1,12,1,0,7,0,0
"CERK",9,22,154,462,87,41,39,7,31,3,0,12,1,0
"CERKL",1,0,19,87,33,0,3,2,6,0,0,0,0,0
"CERS1",0,0,16,2,0,0,0,0,0,0,0,0,0,0
"CERS2",160,37,173,430,105,155,43,1,28,3,3,23,6,1
"CERS3",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"CERS4",43,5,45,72,18,6,13,0,8,0,2,8,0,0
"CERS5",3,5,22,48,10,9,7,0,11,0,1,2,0,0
"CERS6",9,34,171,539,120,38,7,3,34,3,2,18,1,0
